City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Temperature_C,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,Electrolyzer_Efficiency_%,Hydrogen_Production_kg/day,Desalination_Power_kW,System_Efficiency_%,Feasibility_Score,Total_Renewable_Power_kW,Solar_Wind_Ratio,Power_per_H2,Latitude_India,Longitude_India,State,CAPEX_Total,OPEX_Annual,H2_Annual_kg,LCOH_USD_per_kg,LCOH_Band,Composite_Suitability_Index,Suitability_Band,Expected_Return
City-416,24.540089407225366,-13.83085883641645,6.462319864502122,19.48944381726809,5.82968582268019,253,196,76.04554216046347,48,11.958081020020664,79.99241922872177,0.9309936917846426,449,1.284263959390863,9.16326530612245,26.726682829674797,84.55012639746442,Maharashtra,931000,18620.0,16800,6.7526432389496,Very High (>$5),0.4248392426990931,Low,-0.05869431408630856
City-417,24.648974698398128,-14.914540593244933,5.584120928695577,19.66416456723379,5.560767970922803,255,175,74.01375034324218,59,14.826037647948477,81.50203574100951,0.9914401612025424,430,1.4488636363636365,7.166666666666667,24.39816157547097,81.94418763819273,Karnataka,989500,19790.0,20650,5.838874606804242,Very High (>$5),0.920769047210828,Very High,-0.04881026844922445
City-418,27.19593822716469,-16.652671265797885,6.17482890733813,20.365166674358942,5.570064020831244,273,176,74.8164177989635,47,12.774776745609936,75.42979460316133,0.892178799192219,449,1.5423728813559323,9.354166666666666,24.92996818054874,82.28653271469994,Karnataka,913000,18260.0,16450,6.762982775412558,Very High (>$5),0.13453002086377383,Very Low,-0.058790872569043355
City-419,27.9481010024712,-15.26196252588389,5.522929498207658,21.001003470406204,6.061115529996927,254,198,74.99972187041175,57,11.55666524338828,77.422062970349,0.9562190160326102,452,1.2763819095477387,7.793103448275862,30.087776841155577,77.23432287626238,Maharashtra,1007000,20140.0,19950,6.150635302501891,Very High (>$5),0.6475750562276922,High,-0.052512586181641244
City-420,26.0844874598102,-16.750261753612598,5.515218356654097,19.36457643931503,5.517911204873819,242,175,74.25383932974331,59,14.11531496727886,81.56703152637762,0.9920947185604982,417,1.375,6.95,31.2856179415652,86.41989042193151,Tamil Nadu,976500,19530.0,20650,5.762163773162548,Very High (>$5),0.9253596572520133,Very High,-0.047837871905587935
City-421,25.912859356503635,-12.937648646056422,5.694051843720422,20.70409188001653,6.2859784234843765,258,177,73.60370245765401,53,12.66111584886758,75.22405456540423,0.9194853346011408,435,1.449438202247191,8.055555555555555,31.873685655887726,81.8919085450657,Karnataka,947500,18950.0,18550,6.223987485710795,Very High (>$5),0.35871686313315937,Low,-0.05332978138251742
City-422,27.38560577845466,-14.746494127627772,5.693192166998975,20.03008005608175,5.501610960599075,268,184,75.49607651593666,45,14.63246491904126,77.04720061789224,0.893188825596327,452,1.4486486486486487,9.826086956521738,31.84427214191831,82.57962123311633,Tamil Nadu,904000,18080.0,15750,6.993929954039887,Very High (>$5),0.13764813634560183,Very Low,-0.060873226522265726
City-423,27.110182285774048,-15.178384769286236,6.354820095906659,20.48461293737733,6.1139848388954565,241,189,74.40157944469722,59,13.414409421229378,78.98566800172547,0.9773587483708972,430,1.268421052631579,7.166666666666667,21.368091545730355,85.23381807574691,Karnataka,996500,19930.0,20650,5.880180440303615,Very High (>$5),0.8087572777117507,Very High,-0.04932335784472619
City-424,27.87441817396094,-13.823919763255256,6.1120003884902845,20.81270192739666,6.05564140022054,263,186,76.91103154524328,53,12.432529258051858,81.24614759570508,0.9659809967961668,449,1.4064171122994653,8.314814814814815,27.41630457053872,73.48143178684381,Karnataka,966000,19320.0,18550,6.345511251922563,Very High (>$5),0.703427551371842,Very High,-0.05464206389561443
City-425,27.685369616173933,-16.40818180988878,6.05388076263144,21.21531781341868,6.1196215427257,244,193,73.89819075244029,59,14.984363727503638,77.23539737095022,0.9642111016965657,437,1.2577319587628866,7.283333333333333,20.863381400249665,84.14141807733407,Rajasthan,1005500,20110.0,20650,5.933287940517094,Very High (>$5),0.7123978379227407,Very High,-0.04997254696337942
City-426,24.816884954134284,-13.051854331131464,5.893238167067495,20.916967499613506,5.871497540411481,252,181,76.84037948636893,54,14.30827544374661,76.5812282167209,0.9387860952079996,433,1.3846153846153846,7.872727272727273,28.242933234856032,71.90481205912984,Karnataka,955500,19110.0,18900,6.1603061127259515,Very High (>$5),0.5040051775733078,Medium,-0.05262143959238146
City-427,24.08875933236696,-12.046701091946588,5.756361629725936,19.29368265215731,6.258936871989116,262,192,75.59676436581458,46,13.505767778910464,81.08465430709875,0.9270213949892054,454,1.3575129533678756,9.659574468085106,26.622957520600657,74.90683904489775,Gujarat,918000,18360.0,16100,6.947846440972194,Very High (>$5),0.3910921798730639,Low,-0.060468766557355474
City-428,27.857361481104043,-15.541056417823327,6.236554550169984,21.53929006066774,6.39441436886553,274,187,74.95740020330011,54,13.211842917646456,81.05000101133747,0.9672032736275844,461,1.4574468085106382,8.381818181818181,33.31556274137449,74.71220908539685,Maharashtra,986500,19730.0,18900,6.360169524023182,Very High (>$5),0.7165813895368471,Very High,-0.05479696300460024
City-429,25.697379618436425,-12.882168773293746,6.380670692461315,19.95586229806021,5.672138525962738,243,184,76.56106052206805,49,12.856286506559483,81.62705837366603,0.9475380886962964,427,1.3135135135135134,8.54,25.263725188281178,87.57050936778282,Maharashtra,911000,18220.0,17150,6.472732492005263,Very High (>$5),0.5521117407901552,Medium,-0.055963076002074924
City-430,26.421425359479624,-13.78101735767951,6.294783861560205,19.946947747995956,6.153203767751595,277,186,75.72468382910694,58,14.92176869194991,80.81795791002816,0.9868513661197754,463,1.481283422459893,7.8474576271186445,21.756005246414087,85.13074447495853,Tamil Nadu,1020000,20400.0,20300,6.122623300473581,Very High (>$5),0.8766815340064469,Very High,-0.052195346078052644
City-431,25.886204809523782,-16.769316238503027,6.368329013562582,20.325242348026958,5.83021487553257,248,178,74.60230892453077,47,12.34267535401128,81.6699300827176,0.9346571847518554,426,1.3854748603351956,8.875,22.144875230792536,82.02339723180519,Karnataka,891000,17820.0,16450,6.60001933504117,Very High (>$5),0.4507280227179741,Medium,-0.05723380253807773
City-432,23.75239666730437,-14.328271542917845,5.852430930031841,21.71158612671997,5.96201491355584,273,186,73.47757209918264,55,14.201265410939216,78.04357590002023,0.9481183184283964,459,1.4598930481283423,8.196428571428571,31.42265947576208,82.5411352323078,Gujarat,992000,19840.0,19250,6.279344994938466,Very High (>$5),0.5816514322308555,High,-0.05393386204895713
City-433,26.533552423767947,-13.0200398168458,5.855355210321059,21.7831366196146,6.295347484368743,277,183,76.54198667703042,59,11.43500810221137,76.43049775197713,0.9632020711938016,460,1.5054347826086956,7.666666666666667,29.273270949743917,79.24145588805142,Tamil Nadu,1023500,20470.0,20650,6.039502940944054,Very High (>$5),0.7028630381047212,Very High,-0.05123667389398604
City-434,27.812054911915915,-12.978500216877748,6.473974606243116,21.38671026440549,6.381157450190652,255,196,74.05541566351722,45,13.192344255632614,79.62026282596209,0.9109081815847764,451,1.2944162436548223,9.804347826086957,21.516840141841854,86.94181334217038,Rajasthan,909000,18180.0,15750,7.032613194936125,Very High (>$5),0.2650339795069159,Very Low,-0.061208644466715034
City-435,25.650792818038,-15.45046104541486,6.073068815992809,20.54603979783097,6.185683163534923,279,197,76.15763079607498,51,11.424715232683663,75.45795568400221,0.9157234048895372,476,1.4090909090909092,9.153846153846153,21.26160209172496,77.92517505764724,Tamil Nadu,982500,19650.0,17850,6.706991325980143,Very High (>$5),0.3210382508802181,Low,-0.058264422563608705
City-436,24.43648802274751,-15.79301801809602,6.125179837378608,20.002597135955828,6.322510921358972,247,197,73.98678737099908,57,12.934877303123532,80.67393673515507,0.9778933820507684,444,1.2474747474747474,7.655172413793103,30.5145369718868,75.6103541973979,Tamil Nadu,998500,19970.0,19950,6.098718321299045,Very High (>$5),0.807286763320112,Very High,-0.05192231398088728
City-437,26.538939146518203,-13.691970984496862,5.740149758195606,22.16279369891057,5.957580430968817,273,184,76.40524605505128,45,11.26261809598968,76.71690374926455,0.8933420660740818,457,1.4756756756756757,9.934782608695652,21.091445095462902,71.26070673863182,Karnataka,909000,18180.0,15750,7.032613194936125,Very High (>$5),0.13600494635640592,Very Low,-0.061208644466715034
City-438,26.93064861024736,-12.198086234235593,5.504591498645874,22.820307843346903,6.175145302987167,270,184,75.21774025786465,58,13.704167182685612,76.36112325288933,0.9546512844472338,454,1.4594594594594594,7.694915254237288,32.32790088935534,83.72411304522116,Rajasthan,1010000,20200.0,20300,6.062597581841487,Very High (>$5),0.6391141153294819,High,-0.051505674169685337
City-439,27.112700915062263,-12.980819560277563,6.225507364681253,19.08671181906901,5.7165885767107705,251,179,76.19365207937447,51,11.338897625458763,76.04663825941002,0.9192195928509658,430,1.3944444444444444,8.26923076923077,30.593633407347443,82.68887864151183,Tamil Nadu,927500,18550.0,17850,6.331536340810771,Very High (>$5),0.3467982848522807,Low,-0.05449371825711296
City-440,23.40118374294089,-15.135781774400272,6.285601389436196,22.762574654857644,6.23409989639709,254,194,76.28571118563826,53,14.26621130787302,79.51937123999221,0.953877451130576,448,1.3025641025641026,8.296296296296296,21.220231709628496,75.6871007704827,Gujarat,969000,19380.0,18550,6.365217808605553,Very High (>$5),0.6120541817618022,High,-0.054850144839662544
City-441,27.27144417238091,-16.012470678800682,6.310328871178597,19.331433410337187,6.31656030152195,241,196,74.98389679598114,55,13.787608267875177,80.64267820072347,0.9695515882809784,437,1.2233502538071066,7.803571428571429,21.272565711277878,68.50386827918459,Gujarat,975000,19500.0,19250,6.171735252081658,Very High (>$5),0.7361266831945719,Very High,-0.052749644720586575
City-442,27.422990577161357,-13.797149240431605,5.778123516810221,21.478622177733087,6.470041421350438,250,187,73.05573945252759,53,12.88402783325613,77.44144497532263,0.9339645721757972,437,1.3297872340425532,8.092592592592593,34.799593677517635,84.77994655436021,Maharashtra,954500,19090.0,18550,6.269969451304438,Very High (>$5),0.46692015472854664,Medium,-0.053832303113354976
City-443,23.928105472966,-14.493638985016664,5.659642744852871,20.425565786450377,6.218568090522484,264,185,74.82868362874528,50,12.937499734316196,78.98475650712744,0.9315646124136292,449,1.4193548387096775,8.803921568627452,25.614061936341805,68.22835966908147,Rajasthan,941500,18830.0,17500,6.555648834685506,Very High (>$5),0.4392837945299468,Low,-0.05679644674136628
City-444,26.94258002060277,-12.65677847334416,5.943231546024569,19.354305523969163,6.454505818582079,250,183,76.74141837978426,49,13.684625277878624,80.8457628929486,0.9431555881760482,433,1.358695652173913,8.66,25.559632206003364,82.07399559258101,Rajasthan,916500,18330.0,17150,6.511810459849422,Very High (>$5),0.5181691657127687,Medium,-0.056358482691126664
City-445,27.498617181295337,-15.49298863476018,6.257852081382159,21.74326199710108,6.379880117056382,264,197,75.50207732341696,57,12.33406028991862,77.7106280483488,0.960787623543796,461,1.3333333333333333,7.948275862068965,32.19199350886254,87.40514219452115,Maharashtra,1015500,20310.0,19950,6.202552283704738,Very High (>$5),0.6771932685524596,High,-0.05309297691768539
City-446,27.28174792684606,-15.690970251774855,6.03327099603865,19.79428502929101,5.777574307963201,248,185,74.40682919263654,45,13.512530056150172,81.12796914907871,0.9199060716731556,433,1.3333333333333333,9.41304347826087,34.208728660757885,76.75322656296407,Tamil Nadu,885500,17710.0,15750,6.850801962723804,Very High (>$5),0.33584753213315244,Low,-0.059599244396273204
City-447,24.437779791929835,-16.15915452861449,6.277386820908382,22.904761218254556,5.695209233257722,271,193,73.13278712773938,53,11.357393376380546,78.86085160557752,0.9432003964663618,464,1.3969072164948453,8.592592592592593,34.790015957343066,72.69946809991906,Rajasthan,984500,19690.0,18550,6.4670350181343315,Very High (>$5),0.5378434941131999,Medium,-0.055905027512840884
City-448,26.3925753231856,-14.964900697487632,5.698643218478902,19.90147771161775,6.018514218848672,244,182,76.19144705672062,59,11.295631527121913,75.84268750743053,0.9579170260909632,426,1.3333333333333333,7.1,31.300672778884124,82.09742020086763,Gujarat,989000,19780.0,20650,5.8359241901257155,Very High (>$5),0.6639770303405435,High,-0.04877334128017798
City-449,27.15317472056809,-12.856540176962593,5.662658047764553,20.01076653762861,5.717895995098644,244,189,75.79150159207214,49,13.793081520270563,76.26131212954057,0.9089287377754214,433,1.2842105263157895,8.66,25.643893782963737,84.3425628403117,Gujarat,919500,18390.0,17150,6.533125715037145,Very High (>$5),0.26651551754839864,Very Low,-0.05657216532124746
City-450,23.868834857444515,-14.97412580470072,6.152514283032514,22.071163396201857,6.060401740582509,261,187,76.05275187866646,55,13.086012833338817,79.18372557209189,0.9608183839878368,448,1.3882978723404256,8.0,21.25251075048003,78.92860632155694,Karnataka,981500,19630.0,19250,6.212880153762203,Very High (>$5),0.6719733912436445,High,-0.053207277595438016
City-451,24.414456339795663,-13.804392902814552,5.727237144177156,21.77935161566567,5.7570949294287335,261,199,73.00641502993957,47,12.661083459005038,75.86181486422008,0.8916014952812293,460,1.305,9.583333333333334,31.65720373891155,87.34070550512293,Rajasthan,935500,18710.0,16450,6.92964993033784,Very High (>$5),0.133726986487792,Very Low,-0.06030758028226346
City-452,23.713394000696184,-15.960834168429434,6.470959106227003,21.47531250869788,6.44237487960226,262,199,73.32916457067243,45,13.09374419544078,78.90035756879408,0.904928070477562,461,1.31,10.021739130434783,28.376063746037076,69.03337443315922,Tamil Nadu,920500,18410.0,15750,7.121584648997472,Very High (>$5),0.2210524745694884,Very Low,-0.0619662772642153
City-453,23.54948390519477,-12.55808536588428,6.11048012178566,21.93112752921967,5.876217850056088,263,179,74.72928345189763,57,14.968210984720898,80.38910741610862,0.9764474125426196,442,1.461111111111111,7.620689655172414,26.363330138704644,78.09591196609057,Maharashtra,987500,19750.0,19950,6.031531639742421,Very High (>$5),0.7980802072642185,Very High,-0.051143348063657015
City-454,26.16714097514117,-14.925794895372588,5.955059566808161,20.132202583287867,5.802383482296885,250,189,75.7288334600257,48,11.72861761438081,77.29415991814257,0.911365525887285,439,1.3157894736842106,8.959183673469388,33.59531577642104,82.369078946451,Maharashtra,917500,18350.0,16800,6.654726285430996,Very High (>$5),0.28009704057170204,Very Low,-0.0577650153626602
City-455,24.047790937642137,-14.978769967665873,5.886995061027784,22.667534269774272,5.934411594314696,263,179,76.60348523243331,55,11.288363858492245,80.38803639093133,0.9692069391605816,442,1.461111111111111,7.892857142857143,21.66796223459227,85.25280942298357,Tamil Nadu,971500,19430.0,19250,6.149580305022903,Very High (>$5),0.7358843166138435,Very High,-0.05250069055243529
City-456,23.719593147562964,-13.615445825887385,6.272979258730677,22.294886902459755,5.979871268145921,255,192,76.68406063410873,45,13.11160105800546,81.68515241235235,0.9282465901156948,447,1.3212435233160622,9.717391304347826,27.389376564362887,71.5851122381558,Karnataka,903000,18060.0,15750,6.986193305860639,Very High (>$5),0.39482515893211956,Low,-0.0608056971952437
City-457,23.430009298195547,-15.738538292578172,6.311150828539426,22.88679322966425,6.056259995635582,260,187,73.34045664655986,49,11.139144741729996,81.51801399013628,0.9419043613526852,447,1.3829787234042554,8.94,20.170304671511285,84.00006963527363,Maharashtra,932500,18650.0,17150,6.625491820850613,Very High (>$5),0.513082067058727,Medium,-0.05748223563280215
City-458,23.850408153857952,-12.438772474013092,6.369974917211708,19.315767640053597,6.273428088225278,273,195,73.7379596602928,57,13.884461537907889,78.80144976800588,0.9651784580654714,468,1.3928571428571428,8.068965517241379,27.029909629911895,79.05414151437091,Rajasthan,1021500,20430.0,19950,6.239199564553805,Very High (>$5),0.7120250752019746,Very High,-0.05349684905809927
City-459,24.387523651494146,-16.259381518549475,6.467300876540065,22.52631585881696,6.498701337121345,258,198,73.56952503770076,46,14.942196243356412,81.35748273331299,0.9270463055946252,456,1.2964824120603016,9.702127659574469,20.84454913522756,75.93107363979927,Karnataka,923000,18460.0,16100,6.985688741848948,Very High (>$5),0.38985676923482365,Low,-0.06080128791307483
City-460,27.033454920630675,-13.808853425680857,5.532917691617087,19.56494993793769,5.913625295652748,244,199,74.90955738638769,47,11.205999241943417,81.47165680469013,0.9325706170795168,443,1.22,9.229166666666666,21.782268744021078,70.63430057158187,Rajasthan,918500,18370.0,16450,6.8037236355054045,Very High (>$5),0.4383567209300122,Low,-0.05916848536098411
City-461,24.32246916439979,-14.65127356414738,5.737951214428142,20.719922782071503,6.246125892272151,255,196,73.45844111568168,47,14.82480662325072,76.69508854755885,0.8988242562730832,451,1.2944162436548223,9.395833333333334,21.762893701656573,85.30591517817825,Gujarat,925000,18500.0,16450,6.851871924706041,Very High (>$5),0.18521987674209262,Very Low,-0.05960896557990742
City-462,24.7108592792573,-15.742670979394337,5.83694679542328,20.56907252703089,5.845447311314885,266,197,75.40151337953854,53,13.149092993543178,80.44681481226652,0.9572289665490064,463,1.3434343434343434,8.574074074074074,29.738154531740953,71.14546416359431,Karnataka,985500,19710.0,18550,6.473603870361995,Very High (>$5),0.6418245307052046,High,-0.05597194499768138
City-463,26.26275098321363,-15.366198610653266,5.889839078838716,22.0941441385741,5.909883420184259,258,187,76.42682823647718,45,11.085942786124932,78.40601974867705,0.9049393658109948,445,1.372340425531915,9.673913043478262,31.19067318898135,74.19575718418199,Maharashtra,898500,17970.0,15750,6.951378389054024,Very High (>$5),0.22200126496673833,Very Low,-0.06049995506689023
City-464,24.874672597157907,-15.841320074161208,5.863833497458099,21.06721230423113,5.604026269797043,265,182,76.93374753624632,57,12.12293049843353,77.095196057491,0.9570793231092156,447,1.4480874316939891,7.706896551724138,28.750531476457397,73.80091063924874,Karnataka,994000,19880.0,19950,6.071232860662244,Very High (>$5),0.652284418162038,High,-0.05160572994991123
City-465,25.777121790732952,-13.213168814517482,6.499875864742652,21.620504211679695,6.329956095842763,262,198,73.52751059178686,58,11.978705086764972,78.66222639828864,0.9692561780092718,460,1.3165829145728642,7.796610169491525,34.43258822711813,85.42828068381709,Karnataka,1023000,20460.0,20300,6.1406310160632085,Very High (>$5),0.7450933078656912,Very High,-0.05239961840281831
City-466,26.85054156002912,-12.645124238626806,5.740918810314643,19.96011290216899,6.418305156568857,249,185,75.36301469180131,58,11.598685744893876,76.56070745562529,0.9570501225996596,434,1.3387096774193548,7.3559322033898304,25.62305869285556,81.45405988417797,Karnataka,990500,19810.0,20300,5.9455474305089036,Very High (>$5),0.6536541729969162,High,-0.050120760059899794
City-467,26.793204360718395,-14.22812140343972,6.278180837023363,22.229312180824845,6.239972437866514,271,180,75.66817677945014,53,11.607459427584416,78.23184110874882,0.9441526253363188,451,1.4972375690607735,8.351851851851851,24.28568129422791,83.93362794382745,Karnataka,965000,19300.0,18550,6.338942399694901,Very High (>$5),0.5397594380231681,Medium,-0.05457241607703669
City-468,23.343260760664645,-15.96452494239435,5.940203133927581,19.19230208978017,6.247535294816018,260,181,75.24649257921601,59,11.939032044676557,78.0564249784008,0.9720436994532732,441,1.4285714285714286,7.35,33.0289869228419,73.00935797584998,Rajasthan,1003500,20070.0,20650,5.921486273802988,Very High (>$5),0.7694990911221986,Very High,-0.049829289042383366
City-469,26.4747641556501,-15.860158000794724,5.987164890379788,21.314121357237745,5.58602357888587,247,178,75.16386187007589,46,13.385739672946922,76.99892795012828,0.8979981045376662,425,1.3798882681564246,9.042553191489361,23.35393757779179,80.49748199213998,Gujarat,882000,17640.0,16100,6.67538187465956,Very High (>$5),0.17471996407001736,Very Low,-0.0579633199342618
City-470,26.56370661991788,-14.470402475777412,6.131419416239202,21.073195784759616,6.423936598879916,276,181,73.67747183161441,49,12.958617335188334,78.59779508319919,0.923099453033898,457,1.5164835164835164,9.14,34.44833809160917,79.43491966287498,Tamil Nadu,939500,18790.0,17150,6.675227416288633,Very High (>$5),0.3713171362894321,Low,-0.0579618416065461
City-471,25.297630812915315,-13.026680424971136,6.202814206555848,19.377106174973008,6.356589460690648,267,193,75.14503901788157,50,13.126487618037054,81.86402156209942,0.95265979457178,460,1.3762886597938144,9.019607843137255,20.182317120347246,84.65660753576542,Karnataka,956500,19130.0,17500,6.660093585105351,Very High (>$5),0.5943868442076401,High,-0.057816662560735636
City-472,26.799648987566584,-12.611636301167165,5.51793502000965,22.099613200395968,6.487740896911239,273,178,76.16261284215373,48,11.0627610997783,77.40975961755937,0.9132945961915756,451,1.5251396648044693,9.204081632653061,34.548182400614586,86.12174120962521,Maharashtra,924000,18480.0,16800,6.701871485273286,Very High (>$5),0.2942337647484093,Very Low,-0.05821584518678702
City-473,23.273255132322237,-14.935528408956351,5.963824658652246,22.452991975158906,5.882538412725354,279,193,76.28246843561108,55,11.456840985613844,79.34092466807355,0.9616476536868264,472,1.4381443298969072,8.428571428571429,20.647398679258643,68.24313542954773,Karnataka,1008500,20170.0,19250,6.38378974535831,Very High (>$5),0.6801621231709474,High,-0.05504506950733513
City-474,25.06829049459225,-13.98551126947025,6.435699642437459,22.666372702536066,6.120133209158348,278,180,75.56708158130947,51,13.511625682970976,78.85127037277333,0.9381084119070902,458,1.5359116022099448,8.807692307692308,33.367146705471065,81.48039838117586,Maharashtra,956000,19120.0,17850,6.526090287671264,Very High (>$5),0.4883707414712065,Medium,-0.05650179041310885
City-475,27.266140300953527,-13.402994885994485,6.4132383105264505,20.62021349271725,6.200074838506817,253,186,75.59171288814969,55,12.16868044027225,79.63862324032824,0.9637833465500802,439,1.3529411764705883,7.839285714285714,27.915516636294498,69.03671598239458,Rajasthan,972000,19440.0,19250,6.152745297459868,Very High (>$5),0.692409495737596,High,-0.05253636520175149
City-476,23.827418693256224,-15.114286945714912,5.811986007521296,22.02098087646509,5.728624257910723,249,179,74.46721262165141,52,13.634097559050527,81.96942071043729,0.9606244261989524,428,1.3833333333333333,8.075471698113208,34.894471941789504,78.97717330154711,Maharashtra,933500,18670.0,18200,6.249947084418197,Very High (>$5),0.6649814502272551,High,-0.05361439414719998
City-477,26.962996004143907,-15.894217229175334,6.142993069826238,22.20991174663457,6.438536272030099,241,184,73.3365260225869,46,11.055880025154629,75.74930478668057,0.8881918879221339,425,1.3027027027027027,9.042553191489361,21.106948471030982,73.75265458087357,Tamil Nadu,885000,17700.0,16100,6.698087255185612,Very High (>$5),0.09888403074195466,Very Low,-0.05817989243896989
City-478,26.114123261606206,-12.37576550154833,5.705521588624306,20.85240269153173,5.930457850189091,244,178,74.1557042406115,58,13.395028504898042,78.16568438176388,0.9649547047055324,422,1.3631284916201116,7.1525423728813555,28.30781426601981,74.13553199044283,Gujarat,975000,19500.0,20300,5.852507566629158,Very High (>$5),0.7163418462888594,Very High,-0.0489804139513558
City-479,26.29276471726768,-14.98449167774791,6.266642329111066,19.1216983696577,5.857190761993848,249,185,73.16307467386866,51,13.559762447565106,80.48843327255699,0.94436661179262,434,1.3387096774193548,8.346153846153847,34.53953803428649,75.05917006904713,Maharashtra,934500,18690.0,17850,6.379321520741418,Very High (>$5),0.5383281810816988,Medium,-0.05499827623888102
City-480,24.596298805019003,-12.874863425845652,6.174101947941188,19.603605720173743,6.14717427160592,242,194,74.71237539723455,54,14.840841061778349,75.79685799535223,0.9308484883960032,436,1.241025641025641,7.927272727272728,27.846467662552232,80.4258489809922,Maharashtra,965000,19300.0,18900,6.2215545774783285,Very High (>$5),0.4441608177746314,Low,-0.053302986025223216
City-481,26.89267781124141,-13.471866691270742,6.3604523168702585,20.60653951012328,5.584996619313077,260,179,76.46728666305589,45,11.379547662530593,79.56539587440446,0.9130703917511486,439,1.4444444444444444,9.543478260869565,29.440979572028937,74.68099931337538,Gujarat,888500,17770.0,15750,6.874011907261548,Very High (>$5),0.2818187163714499,Very Low,-0.05980944011183948
City-482,23.27898084455937,-16.4113667864398,6.268632595918823,21.9433513812868,6.0966650335507415,261,177,75.71487578592911,45,13.57535562013575,78.26476348840086,0.9037401942613404,438,1.4662921348314606,9.521739130434783,30.436230334769256,82.65398101180561,Tamil Nadu,886500,17730.0,15750,6.858538610903052,Very High (>$5),0.2113880587995566,Very Low,-0.0596694677063994
City-483,23.244349353891767,-14.311920967753792,6.266625256382786,21.64362748528743,5.86150242859706,279,177,74.869996501167,53,13.86544992434714,76.61309027366909,0.9312351781039055,456,1.5674157303370786,8.444444444444445,26.818115971516598,76.0905477114774,Karnataka,968500,19370.0,18550,6.361933382491721,Very High (>$5),0.4455555291439121,Low,-0.05481555420260343
City-484,24.20996726698856,-12.605516289121596,5.885697924809358,22.858119296923583,5.589739879102833,249,177,75.39736235185408,48,11.255891009322037,75.36047729016981,0.897293416052749,426,1.398876404494382,8.693877551020408,29.41337120126095,69.36706400619917,Maharashtra,898500,17970.0,16800,6.516917239738147,Very High (>$5),0.17603544603415677,Very Low,-0.05640980481647286
City-485,26.798321342745595,-14.458907179636752,5.781892963637852,20.657639809501607,5.855588027145105,258,198,74.45999441346682,55,11.600876940000775,81.49498985964662,0.9727474626842684,456,1.2964824120603016,8.142857142857142,28.764714678846502,83.67519684968215,Gujarat,995000,19900.0,19250,6.298334949560256,Very High (>$5),0.7655288472030948,Very High,-0.0541386409839547
City-486,27.58489337295393,-14.492269526567528,6.295353172885262,19.43414975971376,6.425050875005613,268,199,74.90489023026667,50,12.995512755424151,80.69397054688237,0.9446372177777818,467,1.34,9.156862745098039,33.51737015736484,73.71516649185412,Rajasthan,966500,19330.0,17500,6.729723418718579,Very High (>$5),0.5339099180415949,Medium,-0.058479213479125845
City-487,23.35020535675744,-13.96231810091289,6.266784827083626,21.48811194053745,5.779386764462038,278,186,74.86629228927283,59,14.871469533358274,80.58995447380542,0.9882467067787464,464,1.4866310160427807,7.733333333333333,20.681695705121868,76.65533759198526,Gujarat,1029000,20580.0,20650,6.071957524407847,Very High (>$5),0.8931321991671342,Very High,-0.05161411358505544
City-488,25.1944118634915,-14.176568468187748,5.587391217510898,20.72604196616916,5.86712156154191,278,179,74.10735166754557,50,13.342241393642922,78.86440792014865,0.9288230389622986,457,1.5444444444444445,8.96078431372549,24.214447843883455,81.70887766443803,Rajasthan,946500,18930.0,17500,6.590463751492121,Very High (>$5),0.4216618509471497,Low,-0.057140111622939374
City-489,26.77594835919388,-16.162733642287474,6.326660633273996,19.01942547760517,6.326014222607149,268,191,75.33106585626363,54,13.307388458891886,76.59752332860619,0.9378485497369334,459,1.3958333333333333,8.345454545454546,34.25617226114838,74.64912314297425,Tamil Nadu,986500,19730.0,18900,6.360169524023182,Very High (>$5),0.495250272143227,Medium,-0.05479696300460024
City-490,25.040230762434547,-15.426173443728452,5.697450099418833,22.00474318181708,6.375394529766563,264,188,75.40361339943496,49,11.112706744780231,80.67102261999347,0.939174670756472,452,1.3968253968253967,9.04,33.35395675836374,69.13171312293431,Karnataka,938000,18760.0,17150,6.664569788694772,Very High (>$5),0.49194658459000873,Medium,-0.05785967150971784
City-491,25.891401564742694,-12.953671374458064,6.219814725489235,21.523400484793516,5.541340215034887,260,189,75.93024666642374,45,12.115551751908075,81.62907372297047,0.9257689886997672,449,1.368421052631579,9.76086956521739,26.834851291785693,75.47842094025627,Gujarat,903500,18070.0,15750,6.990061629950263,Very High (>$5),0.3789395430527227,Low,-0.06083948054423536
City-492,25.84137524455211,-12.131725044885783,6.279751964973678,22.786918485396303,6.33041913605589,259,187,74.64496569009916,50,13.936237775995622,81.364961601003,0.9485374736001756,446,1.377659574468085,8.745098039215685,29.30198896702305,86.88897165388607,Maharashtra,939500,18790.0,17500,6.541722867962861,Very High (>$5),0.5638711086067942,Medium,-0.05665795656130927
City-493,24.819887693552644,-12.266363054338411,6.06228754895835,22.231520287362237,6.319895187455587,241,198,74.76966822636888,48,12.488059165669938,79.48694243461594,0.9255868113150194,439,1.2110552763819096,8.959183673469388,24.16071774471699,80.83468794597117,Tamil Nadu,922000,18440.0,16800,6.687365269937197,Very High (>$5),0.3855865149569514,Low,-0.05807780535243483
